run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
ERR7434757	ERP133481	SAMEA11322689	ERS8967530	ERX7004462	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RBFOX2_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	202243318	25482658068	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RBFOX2_p	E-MTAB-11202:RBFOX2_	9435405375;9731379240	4971b0bfa37e19579465086d83e073d3;5b497f867a2c7d89863fc8ef260eb9a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434757/ERR7434757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434757/ERR7434757_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434757/ERR7434757_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434757/ERR7434757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434757/ERR7434757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434757/ERR7434757_2.fastq.gz	9161253076;9456387760	eb559289b2019da2e17be94a502c1738;bf02d19e030e998f6ac0327263155942	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434757/RBFOX2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434757/RBFOX2_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434757/RBFOX2_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434757/RBFOX2_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434757/RBFOX2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434757/RBFOX2_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RBFOX2	ArrayExpress	RBFOX2		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434757.bam	18364222128	80a3f67500f910a4f00bbf1a598d3a3d
ERR7434691	ERP133481	SAMEA11322623	ERS8967464	ERX7004396	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ILF2_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	250112836	31514217336	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:ILF2_p	E-MTAB-11202:ILF2_	8856924850;8967736359	5807123e494214962def659eb31d09a6;398b41c61e53b3743cb11e01da24ed9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434691/ERR7434691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434691/ERR7434691_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434691/ERR7434691_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434691/ERR7434691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434691/ERR7434691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434691/ERR7434691_2.fastq.gz	8530846678;8645796672	8d0edf51f37fe5371d56a82b883999b9;070a018938bfeef5c725ce8b97946634	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434691/ILF2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434691/ILF2_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434691/ILF2_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434691/ILF2_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434691/ILF2_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434691/ILF2_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:ILF2	ArrayExpress	ILF2		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434691.bam	16863711833	11c8d4f0425a4daa907bdc41aa8c9557
ERR7434825	ERP133481	SAMEA11322757	ERS8967598	ERX7004530	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF3_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	214376470	27011435220	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF3_p	E-MTAB-11202:SRSF3_	9501845340;9935282525	772c91a96d08f8557c97bf12aa962ed4;53b18bce118fffcc72e951afc151014a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434825/ERR7434825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434825/ERR7434825_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434825/ERR7434825_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434825/ERR7434825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434825/ERR7434825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434825/ERR7434825_2.fastq.gz	9215907146;9648938515	2d8d38bd121d3203a71142b6c7f8077c;b9c6770ca49a8367247902e653bafa17	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434825/SRSF3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434825/SRSF3_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434825/SRSF3_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434825/SRSF3_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434825/SRSF3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434825/SRSF3_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF3	ArrayExpress	SRSF3		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/005/ERR7434825.bam	18560462717	eb6973211ceb6fbbf3f2aede21090f0e
ERR7434693	ERP133481	SAMEA11322625	ERS8967466	ERX7004398	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	ISY1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	268354292	33812640792	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:ISY1_p	E-MTAB-11202:ISY1_	10539180855;10516399328	f14bfb752880727bcfc29456deacc75b;285bba8ad03de736d2a303a5c24844c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434693/ERR7434693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434693/ERR7434693_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434693/ERR7434693_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434693/ERR7434693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434693/ERR7434693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434693/ERR7434693_2.fastq.gz	10215466356;10193020180	2493d7af0ecf318855e3be9a8400f199;a98e72f5df144c965c14930ee1fd4d90	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434693/ISY1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434693/ISY1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434693/ISY1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434693/ISY1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434693/ISY1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434693/ISY1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:ISY1	ArrayExpress	ISY1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434693.bam	20259229574	d0f7a755505690a261253744d3f1cbc9
ERR7434826	ERP133481	SAMEA11322758	ERS8967599	ERX7004531	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF4_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	251540284	31694075784	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF4_p	E-MTAB-11202:SRSF4_	9341588648;9457912862	c5fd470db2126ae7aea5348a969bca4b;84f7b00237712e0f40ca013ecd3c36ab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434826/ERR7434826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434826/ERR7434826_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434826/ERR7434826_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434826/ERR7434826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434826/ERR7434826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434826/ERR7434826_2.fastq.gz	9021673102;9137444481	a265951917191468fbe49bf168a572aa;11a2b41e62c9e2b9deebb7bba73374e1	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434826/SRSF4_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434826/SRSF4_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434826/SRSF4_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434826/SRSF4_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434826/SRSF4_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434826/SRSF4_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF4	ArrayExpress	SRSF4		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/006/ERR7434826.bam	17887159460	0fafd319b1293edaa85b5d614ae79bbc
ERR7434694	ERP133481	SAMEA11322626	ERS8967467	ERX7004399	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	KAT2A_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	219751858	27688734108	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:KAT2A_p	E-MTAB-11202:KAT2A_	7706876556;7979499522	9f4896bf4b3442071dac2fc7a24ef498;5778284cb54e645edb328f39dda93ade	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434694/ERR7434694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434694/ERR7434694_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434694/ERR7434694_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/004/ERR7434694/ERR7434694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434694/ERR7434694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/004/ERR7434694/ERR7434694_2.fastq.gz	7421115877;7690847157	5ac7254e514704a4f1be32ff281ee906;f1f1e5bb349fc4dde264cc30a70d4131	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434694/KAT2A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434694/KAT2A_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434694/KAT2A_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434694/KAT2A_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434694/KAT2A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434694/KAT2A_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:KAT2A	ArrayExpress	KAT2A		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/004/ERR7434694.bam	14854565182	0b0520931e4e3577273ef7ae7bd5ea80
ERR7434827	ERP133481	SAMEA11322759	ERS8967600	ERX7004532	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF5_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	211599080	26661484080	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF5_p	E-MTAB-11202:SRSF5_	7744385026;7949414018	5e0f9772e9643c48888402f8809e3794;98d3df411778241838e4c2e85e811184	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434827/ERR7434827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434827/ERR7434827_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434827/ERR7434827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/007/ERR7434827/ERR7434827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434827/ERR7434827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/007/ERR7434827/ERR7434827_2.fastq.gz	7468812928;7675409917	d1a42f72d47782d3a32480eb0f8d23ed;c33624bf488310f0622d2f263512d917	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434827/SRSF5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434827/SRSF5_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434827/SRSF5_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434827/SRSF5_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434827/SRSF5_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434827/SRSF5_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF5	ArrayExpress	SRSF5		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/007/ERR7434827.bam	14971874982	5e7ad6c2c2660f55ef777285e18ab38f
ERR7434760	ERP133481	SAMEA11322692	ERS8967533	ERX7004465	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RBM17_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	230269672	29013978672	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RBM17_p	E-MTAB-11202:RBM17_	11235117898;11581242934	851339a912f42c73a10915aa026f7068;5e4129eeec15044fdb81880f018799ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434760/ERR7434760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434760/ERR7434760_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434760/ERR7434760_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434760/ERR7434760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434760/ERR7434760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434760/ERR7434760_2.fastq.gz	10920774634;11267360326	4fafd3a98c3646407b83584f6a850683;7a9ae22a0b9c066524d7e682ba02a376	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434760/RBM17_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434760/RBM17_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434760/RBM17_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434760/RBM17_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434760/RBM17_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434760/RBM17_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RBM17	ArrayExpress	RBM17		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/000/ERR7434760.bam	21924124104	b7bca3d70bda27488c485d68c9e28809
ERR7434695	ERP133481	SAMEA11322627	ERS8967468	ERX7004400	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	KAT2B_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	203835208	25683236208	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:KAT2B_p	E-MTAB-11202:KAT2B_	7348208341;7657720566	edc6e747648dc2e4c8da14a5267aab77;d143e6c78c33a3bd050edfab1a785cb3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434695/ERR7434695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434695/ERR7434695_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434695/ERR7434695_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/005/ERR7434695/ERR7434695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434695/ERR7434695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/005/ERR7434695/ERR7434695_2.fastq.gz	7101907188;7409140751	749913d9f27437af395959e860bd77ef;c84b753e37967ea011b5d2a6df3dd6ff	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434695/KAT2B_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434695/KAT2B_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434695/KAT2B_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434695/KAT2B_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434695/KAT2B_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434695/KAT2B_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:KAT2B	ArrayExpress	KAT2B		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/005/ERR7434695.bam	14257443775	69b5e1eba5dc0a8556167a473909f522
ERR7434829	ERP133481	SAMEA11322761	ERS8967602	ERX7004534	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF7_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	224246028	28254999528	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF7_p	E-MTAB-11202:SRSF7_	8049656377;8366863033	2064a0205e2395ce720c01e1c47eaa7f;d92593bab60191e5c66372dc6d15d9e8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434829/ERR7434829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434829/ERR7434829_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434829/ERR7434829_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/009/ERR7434829/ERR7434829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434829/ERR7434829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/009/ERR7434829/ERR7434829_2.fastq.gz	7758348132;8076953823	8e2df35cab6703846e7e6830ad44f30d;2494474c866d7660fc112d19ac5f861a	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434829/SRSF7_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434829/SRSF7_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434829/SRSF7_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434829/SRSF7_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434829/SRSF7_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434829/SRSF7_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF7	ArrayExpress	SRSF7		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/009/ERR7434829.bam	15657255998	f777aa51d78aada0550f8f333956f60b
ERR7434766	ERP133481	SAMEA11322698	ERS8967539	ERX7004471	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RBM8A_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	216437712	27271151712	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RBM8A_p	E-MTAB-11202:RBM8A_	7765784750;7824173768	fe32c7c519b37d7453691a04c159d4f0;f710d1ac453cabf82d0391048ca98262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434766/ERR7434766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434766/ERR7434766_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434766/ERR7434766_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/006/ERR7434766/ERR7434766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434766/ERR7434766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/006/ERR7434766/ERR7434766_2.fastq.gz	7479499974;7536469472	01f653f0a4eae1fbea0f01ccb9f43800;da529911ab31fa0fbf12dc4075298eb5	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434766/RBM8A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434766/RBM8A_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434766/RBM8A_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434766/RBM8A_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434766/RBM8A_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434766/RBM8A_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RBM8A	ArrayExpress	RBM8A		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/006/ERR7434766.bam	14726653289	e51657ee207af4ad326c12647c099c09
